TransactionID,Date,Product,CustomerID,SalesAmount,TargetSales,ExpenseAmount,Distributor
T00600,7/31/2025 0:00,Office Supplies,C0135,29614.34,29670.58,324.84,Distributor B
T00601,3/18/2025 0:00,Home Appliances,C0065,14284.82,4644.16,3438.04,Distributor A
T00602,4/27/2023 0:00,Packaging Materials,C0224,18733.98,41680.02,1139.52,Distributor C
T00603,1/28/2024 0:00,Packaging Materials,C0397,48236.22,25221.24,2099.42,Distributor B
T00604,10/23/2021 0:00,Electronics,C0308,21849,50035.36,9027.62,Distributor C
T00605,9/10/2022 0:00,Packaging Materials,C0210,12861.85,43660.05,5141.81,Distributor B
T00606,12/25/2021 0:00,Electronics,C0160,1248.04,43151.27,7816.79,Distributor D
T00607,1/10/2024 0:00,Medical Supplies,C0149,48524.39,21135.37,6248.69,Distributor A
T00608,6/8/2024 0:00,Office Supplies,C0331,10669.8,16658.22,1229.63,Distributor D
T00609,3/10/2023 0:00,Electronics,C0335,23981.74,38157.19,445.15,Distributor A
T00610,4/30/2020 0:00,Food Products,C0024,27218.62,49969.16,8694.87,Distributor B
T00611,6/28/2024 0:00,Office Supplies,C0157,45950.94,45859.7,2171.79,Distributor C
T00612,7/21/2024 0:00,Office Supplies,C0295,11726.16,12430.07,5621.41,Distributor A
T00613,11/9/2020 0:00,Auto Parts,C0219,45301.38,5671.15,5481.25,Distributor C
T00614,11/14/2021 0:00,Personal Care,C0418,25262.26,40603.09,7691.95,Distributor B
T00615,6/20/2021 0:00,Personal Care,C0352,4310.83,41686.94,5601.59,Distributor D
T00616,9/1/2022 0:00,Personal Care,C0170,49184.81,19533.49,8463.21,Distributor A
T00617,12/1/2023 0:00,Electronics,C0367,20959.65,52144.7,269.64,Distributor B
T00618,2/5/2022 0:00,Medical Supplies,C0353,26590.22,18542.85,7146.93,Distributor B
T00619,6/3/2020 0:00,Food Products,C0334,31937.7,53652.56,8656.75,Distributor B
T00620,2/18/2020 0:00,Auto Parts,C0466,22928.51,7234.19,7403.94,Distributor D
T00621,6/14/2024 0:00,Personal Care,C0148,24293.11,27303.32,8025.3,Distributor D
T00622,11/28/2023 0:00,Electronics,C0187,20447.19,40518.39,5498.92,Distributor D
T00623,11/10/2021 0:00,Home Appliances,C0308,34712.52,11334.16,8049.35,Distributor D
T00624,1/9/2025 0:00,Food Products,C0272,47657.76,29130.78,634.9,Distributor C
T00625,10/23/2022 0:00,Industrial Parts,C0208,47445.13,52332.62,4750.3,Distributor D
T00626,7/25/2022 0:00,Electronics,C0272,33367.51,49776.55,4542.78,Distributor B
T00627,4/2/2022 0:00,Packaging Materials,C0154,40251.35,30328.54,1081.21,Distributor B
T00628,8/21/2021 0:00,Auto Parts,C0482,16922.25,11211.95,4618.74,Distributor C
T00629,12/11/2025 0:00,Food Products,C0469,25721.18,42228.57,7341.98,Distributor C
T00630,2/24/2020 0:00,Home Appliances,C0281,15099.12,13664.08,2729.18,Distributor A
T00631,1/23/2020 0:00,Auto Parts,C0046,12739.95,40965.18,5736.98,Distributor A
T00632,6/11/2024 0:00,Food Products,C0460,32652.57,31649.31,3310.03,Distributor D
T00633,5/6/2023 0:00,Beverages,C0253,39866.1,4066.2,5137.35,Distributor C
T00634,12/11/2020 0:00,Medical Supplies,C0269,40261.86,54347.24,7170.71,Distributor C
T00635,11/24/2022 0:00,Office Supplies,C0377,36031.01,12030.13,3577.18,Distributor D
T00636,11/3/2023 0:00,Office Supplies,C0463,7668.71,26321.08,2755.48,Distributor B
T00637,6/7/2020 0:00,Industrial Parts,C0079,37528.87,6439.25,2279.96,Distributor A
T00638,5/28/2024 0:00,Electronics,C0003,48585.36,35497.99,373.36,Distributor A
T00639,7/28/2023 0:00,Beverages,C0132,43717.74,41429.23,1915.9,Distributor C
T00640,12/7/2021 0:00,Personal Care,C0403,32702.72,27956,2351.71,Distributor A
T00641,12/22/2023 0:00,Auto Parts,C0141,15316.66,18467.79,9689.15,Distributor C
T00642,1/27/2024 0:00,Medical Supplies,C0486,46169.1,14405.7,1040.41,Distributor A
T00643,12/12/2024 0:00,Beverages,C0500,12865.97,44671.13,6498.49,Distributor A
T00644,10/5/2020 0:00,Industrial Parts,C0264,11306.01,43283.32,4686.94,Distributor D
T00645,12/1/2024 0:00,Personal Care,C0276,30688.98,15171.77,3584.7,Distributor D
T00646,8/5/2020 0:00,Medical Supplies,C0415,31993.03,37479.99,3379.11,Distributor D
T00647,5/27/2024 0:00,Beverages,C0161,20181.21,49173.99,2268.26,Distributor A
T00648,11/7/2021 0:00,Electronics,C0228,32284.45,44945.67,7616.28,Distributor A
T00649,11/7/2022 0:00,Medical Supplies,C0263,14974.46,40431.19,609.14,Distributor B
T00650,4/14/2020 0:00,Food Products,C0469,21615.77,33402.51,4589.18,Distributor D
T00651,1/9/2025 0:00,Industrial Parts,C0268,6838.86,53191.29,9847.69,Distributor B
T00652,4/10/2023 0:00,Food Products,C0444,4429.38,29213.76,6036.23,Distributor A
T00653,3/15/2023 0:00,Auto Parts,C0085,35986.89,35231.23,6938.86,Distributor C
T00654,8/22/2022 0:00,Auto Parts,C0167,21711.44,27389.47,9084.27,Distributor D
T00655,10/28/2022 0:00,Medical Supplies,C0497,8224,20337.88,5223.66,Distributor B
T00656,9/26/2024 0:00,Home Appliances,C0203,13456.97,50334.88,8103.05,Distributor B
T00657,5/14/2024 0:00,Personal Care,C0469,38558.56,50455.17,6631.25,Distributor C
T00658,5/25/2024 0:00,Packaging Materials,C0410,12940.6,28308.19,9756.71,Distributor C
T00659,10/5/2025 0:00,Home Appliances,C0269,8671.29,15779.76,6003.36,Distributor D
T00660,2/28/2022 0:00,Personal Care,C0391,49585.05,49548,1444.54,Distributor D
T00661,3/30/2021 0:00,Office Supplies,C0288,41261.86,14683.37,150.9,Distributor A
T00662,4/29/2024 0:00,Beverages,C0219,34474.18,5065.51,1502.71,Distributor D
T00663,2/7/2020 0:00,Packaging Materials,C0017,5776.44,18341.71,9468.96,Distributor A
T00664,8/18/2022 0:00,Industrial Parts,C0317,11528.78,30195.97,4636.05,Distributor B
T00665,3/9/2024 0:00,Auto Parts,C0139,42639.02,33618.3,925.03,Distributor C
T00666,10/3/2022 0:00,Office Supplies,C0231,9642.67,1597.8,2647.61,Distributor D
T00667,12/25/2024 0:00,Medical Supplies,C0250,33029.5,18290.18,8566.11,Distributor C
T00668,7/7/2023 0:00,Food Products,C0165,14375.8,36991.5,1184.01,Distributor A
T00669,7/7/2025 0:00,Electronics,C0333,49977.15,21033.86,5715.36,Distributor B
T00670,1/19/2021 0:00,Electronics,C0250,44351.12,29704.75,9119.61,Distributor D
T00671,7/17/2025 0:00,Food Products,C0368,42766.98,40318.29,5745.42,Distributor D
T00672,4/26/2025 0:00,Beverages,C0229,6636.19,45652.58,1583.4,Distributor C
T00673,4/1/2020 0:00,Beverages,C0289,32137.13,42142.94,1958.37,Distributor A
T00674,11/30/2020 0:00,Office Supplies,C0467,43413.64,31548.06,300.9,Distributor C
T00675,11/28/2020 0:00,Office Supplies,C0173,26043.44,38761.87,1598.77,Distributor B
T00676,2/8/2025 0:00,Medical Supplies,C0006,42062.25,15862.38,1881.61,Distributor C
T00677,3/2/2023 0:00,Food Products,C0352,40063.84,47574.33,4073.28,Distributor B
T00678,2/8/2020 0:00,Office Supplies,C0416,29939.81,9687.97,1848.24,Distributor C
T00679,3/18/2024 0:00,Packaging Materials,C0068,31129.45,29001.76,1804.67,Distributor C
T00680,11/19/2023 0:00,Office Supplies,C0340,26607.24,31627.59,7488.58,Distributor A
T00681,12/17/2023 0:00,Home Appliances,C0077,33809.67,51908.69,9908.9,Distributor A
T00682,4/10/2025 0:00,Personal Care,C0045,41342.99,16481.87,9899.54,Distributor C
T00683,3/5/2020 0:00,Food Products,C0001,40671.34,11336.49,4113.3,Distributor C
T00684,9/4/2021 0:00,Beverages,C0399,39885.44,9399.2,3532.98,Distributor A
T00685,10/30/2021 0:00,Beverages,C0462,34286.23,42957.54,2812.81,Distributor D
T00686,4/6/2021 0:00,Packaging Materials,C0433,27710.52,11282.2,2135.74,Distributor D
T00687,10/29/2020 0:00,Electronics,C0464,47301.9,35916.86,3822.78,Distributor D
T00688,9/10/2021 0:00,Packaging Materials,C0077,14083.01,7791.03,9366.53,Distributor B
T00689,3/13/2025 0:00,Auto Parts,C0113,21367.96,52920.63,487.21,Distributor A
T00690,5/26/2023 0:00,Beverages,C0068,33541.19,19581.72,8361.57,Distributor C
T00691,5/6/2021 0:00,Industrial Parts,C0374,18859.42,5843.94,6307.84,Distributor D
T00692,9/19/2022 0:00,Beverages,C0453,36404.78,12728.16,1352.11,Distributor B
T00693,6/28/2021 0:00,Office Supplies,C0296,39263.01,20689.54,3186.51,Distributor D
T00694,7/7/2023 0:00,Personal Care,C0440,1184.79,28065.26,244.94,Distributor B
T00695,7/10/2025 0:00,Personal Care,C0368,40717.59,14001.08,4338.87,Distributor A
T00696,4/24/2023 0:00,Home Appliances,C0252,9671.92,38674.25,235.36,Distributor A
T00697,12/15/2025 0:00,Office Supplies,C0440,32402.68,46843.42,9850.67,Distributor C
T00698,5/20/2025 0:00,Home Appliances,C0166,44695.54,43476.32,8849.88,Distributor D
T00699,6/23/2022 0:00,Personal Care,C0063,672.8,51746.85,8294.4,Distributor B
T00700,12/18/2020 0:00,Industrial Parts,C0427,16387.3,6077.43,5032.13,Distributor D
T00701,1/10/2023 0:00,Industrial Parts,C0459,19144.3,50624.61,7235.07,Distributor A
T00702,4/22/2023 0:00,Personal Care,C0371,8306.85,12420.62,8228.53,Distributor B
T00703,5/5/2025 0:00,Electronics,C0166,49730.79,11759.81,7230.66,Distributor A
T00704,2/15/2024 0:00,Beverages,C0486,16336,40543.81,7178.65,Distributor B
T00705,12/29/2021 0:00,Office Supplies,C0195,31636.58,53713.43,5905.51,Distributor C
T00706,11/20/2023 0:00,Office Supplies,C0387,20559.69,54813.18,8433.35,Distributor C
T00707,12/23/2023 0:00,Electronics,C0127,49439.17,28801.15,6390.19,Distributor D
T00708,9/6/2021 0:00,Medical Supplies,C0351,42599.69,40951.96,8248.51,Distributor A
T00709,2/20/2023 0:00,Food Products,C0404,7961.07,18112.32,7316.14,Distributor C
T00710,9/16/2020 0:00,Electronics,C0407,22940.72,2280.39,4570.36,Distributor D
T00711,10/26/2025 0:00,Industrial Parts,C0428,48904.85,12457.14,2688.68,Distributor A
T00712,10/4/2024 0:00,Home Appliances,C0170,32618.73,54163.53,6132.43,Distributor B
T00713,7/8/2022 0:00,Personal Care,C0144,12764.84,26534.25,666.88,Distributor D
T00714,4/20/2023 0:00,Auto Parts,C0372,11114.84,28805.46,9812.84,Distributor D
T00715,1/17/2024 0:00,Beverages,C0031,7065.25,18669.47,3019.59,Distributor C
T00716,5/6/2024 0:00,Food Products,C0435,2548.58,43968.01,9709.67,Distributor A
T00717,1/26/2020 0:00,Packaging Materials,C0102,39124.32,19607.58,9125.96,Distributor C
T00718,2/1/2020 0:00,Beverages,C0326,20610.13,49033.21,862.93,Distributor B
T00719,6/23/2024 0:00,Medical Supplies,C0423,1889.92,38510.61,1000.47,Distributor C
T00720,12/9/2024 0:00,Beverages,C0265,49987.65,50874.21,3507.52,Distributor C
T00721,5/8/2024 0:00,Packaging Materials,C0156,39467.77,46005.83,2122.94,Distributor C
T00722,10/29/2023 0:00,Beverages,C0425,49980.13,16895.34,6587.4,Distributor B
T00723,10/9/2022 0:00,Medical Supplies,C0110,16830.75,25328.21,986.51,Distributor C
T00724,6/30/2020 0:00,Electronics,C0196,15354.63,43721.56,3209.13,Distributor C
T00725,9/14/2024 0:00,Medical Supplies,C0305,7473.02,48080.11,6059.41,Distributor B
T00726,1/25/2025 0:00,Personal Care,C0350,28292.15,24048.94,4074.1,Distributor B
T00727,10/24/2025 0:00,Food Products,C0095,10193.18,17811.35,9849.02,Distributor C
T00728,4/6/2024 0:00,Electronics,C0072,30293.35,25089.38,6139.66,Distributor C
T00729,12/3/2022 0:00,Personal Care,C0200,10101.76,3984.56,7460.57,Distributor B
T00730,9/5/2024 0:00,Electronics,C0243,36604.66,50851.7,263.58,Distributor D
T00731,3/9/2022 0:00,Office Supplies,C0397,30240.33,9518.58,291.42,Distributor C
T00732,5/19/2020 0:00,Personal Care,C0497,33224.75,20413.77,9083.65,Distributor B
T00733,6/23/2024 0:00,Personal Care,C0474,4816.3,23517.95,1857.95,Distributor C
T00734,12/14/2024 0:00,Medical Supplies,C0230,27418.44,8066.53,5559.27,Distributor A
T00735,7/26/2020 0:00,Beverages,C0413,3493.74,29259.64,1225.6,Distributor A
T00736,5/23/2025 0:00,Industrial Parts,C0139,9968.12,35125.49,4388.09,Distributor D
T00737,2/13/2020 0:00,Food Products,C0495,18389.93,12506.39,1567.35,Distributor D
T00738,4/10/2025 0:00,Home Appliances,C0202,14221.83,6762.91,7424.34,Distributor B
T00739,11/29/2022 0:00,Beverages,C0334,39689.23,37438.57,6798.66,Distributor A
T00740,10/5/2024 0:00,Office Supplies,C0276,28890.3,48648.72,446.59,Distributor A
T00741,5/6/2025 0:00,Personal Care,C0148,3397.55,24005.45,6641.25,Distributor A
T00742,2/10/2022 0:00,Beverages,C0415,24718.06,31724.66,2641.39,Distributor A
T00743,4/5/2024 0:00,Personal Care,C0174,46000.98,32123.89,1261.95,Distributor C
T00744,2/15/2023 0:00,Industrial Parts,C0056,43737.18,31382.78,8586.02,Distributor D
T00745,5/6/2020 0:00,Beverages,C0252,9577.31,4022.42,146.97,Distributor B
T00746,10/20/2020 0:00,Personal Care,C0213,5746.63,19392.47,1116.16,Distributor C
T00747,1/3/2024 0:00,Home Appliances,C0189,13301.31,44920.19,7526.56,Distributor C
T00748,5/2/2022 0:00,Auto Parts,C0141,19522.95,40006.76,4625.67,Distributor C
T00749,8/29/2022 0:00,Food Products,C0471,42424.13,19119.25,5944.16,Distributor B
T00750,8/12/2024 0:00,Food Products,C0311,34241.8,51549.58,5236.96,Distributor D
T00751,12/8/2020 0:00,Beverages,C0067,5645.2,10208.06,4218.87,Distributor A
T00752,2/7/2023 0:00,Personal Care,C0085,23877.09,33617.61,5485.9,Distributor D
T00753,3/28/2022 0:00,Industrial Parts,C0041,5509.28,15185.45,1719.69,Distributor C
T00754,12/20/2023 0:00,Beverages,C0034,26831.76,20167.07,6376.74,Distributor D
T00755,1/23/2025 0:00,Electronics,C0012,45935.42,27318.46,2846.26,Distributor A
T00756,5/1/2022 0:00,Packaging Materials,C0443,45937.08,39331.9,552.03,Distributor A
T00757,9/25/2024 0:00,Packaging Materials,C0139,19459.8,54369.56,843.99,Distributor A
T00758,1/18/2021 0:00,Personal Care,C0234,47706.99,5496.17,3283.32,Distributor A
T00759,7/12/2023 0:00,Personal Care,C0497,15066.16,19759.43,2448.32,Distributor D
T00760,12/6/2020 0:00,Industrial Parts,C0321,10911.11,31925.14,3778.66,Distributor C
T00761,9/23/2024 0:00,Auto Parts,C0316,19087.22,2033.33,8948.29,Distributor A
T00762,8/10/2025 0:00,Office Supplies,C0089,3149.94,47947.6,1789.42,Distributor C
T00763,3/22/2021 0:00,Auto Parts,C0289,21589.39,48348.02,1840.52,Distributor A
T00764,10/7/2024 0:00,Personal Care,C0078,31558.45,36395.37,5012.16,Distributor D
T00765,9/29/2021 0:00,Auto Parts,C0307,25055.25,43431.4,2115.7,Distributor B
T00766,2/15/2020 0:00,Medical Supplies,C0200,8513.69,40834.22,4459.2,Distributor A
T00767,8/20/2025 0:00,Industrial Parts,C0064,26920.24,40406.23,6385.67,Distributor B
T00768,7/11/2023 0:00,Auto Parts,C0139,48745.62,53058.31,8834.81,Distributor D
T00769,7/8/2022 0:00,Office Supplies,C0072,40307.76,47061.79,3438.07,Distributor A
T00770,10/16/2022 0:00,Packaging Materials,C0364,48272.51,51597.53,3452.64,Distributor C
T00771,8/21/2024 0:00,Electronics,C0437,46127.27,22305.5,716.32,Distributor A
T00772,6/2/2021 0:00,Auto Parts,C0282,8842.5,14216.73,853.3,Distributor C
T00773,3/12/2022 0:00,Beverages,C0445,35921.85,41741.08,7270.23,Distributor A
T00774,1/29/2024 0:00,Personal Care,C0300,44749.36,22735.12,5415,Distributor A
T00775,9/18/2024 0:00,Packaging Materials,C0218,49242.49,24998.75,8834.76,Distributor B
T00776,10/7/2020 0:00,Electronics,C0271,46750.96,11587.17,2504.3,Distributor C
T00777,2/6/2024 0:00,Office Supplies,C0273,27600.83,3434.11,8590.09,Distributor C
T00778,9/16/2020 0:00,Office Supplies,C0128,11743.03,42267.23,624.18,Distributor C
T00779,3/8/2022 0:00,Auto Parts,C0109,40746.86,8917.8,8554.8,Distributor A
T00780,6/10/2024 0:00,Home Appliances,C0045,48966.53,1376.36,934.53,Distributor A
T00781,8/6/2021 0:00,Personal Care,C0082,27462.25,29166.48,7087.69,Distributor C
T00782,7/20/2023 0:00,Personal Care,C0484,24640.51,3958.54,4313.07,Distributor C
T00783,2/9/2025 0:00,Medical Supplies,C0495,10947.7,6432.91,1423.76,Distributor D
T00784,4/11/2025 0:00,Food Products,C0021,7096.46,1031.8,998.68,Distributor C
T00785,6/26/2020 0:00,Industrial Parts,C0103,36757.18,15989.47,7328.94,Distributor A
T00786,11/2/2025 0:00,Electronics,C0128,22716.85,38322.68,3550.16,Distributor A
T00787,5/11/2023 0:00,Medical Supplies,C0192,23544.57,15755.2,8674.01,Distributor D
T00788,5/11/2024 0:00,Home Appliances,C0196,13739.35,49858.07,1246.63,Distributor C
T00789,1/27/2022 0:00,Industrial Parts,C0150,48654.21,23026.88,3355.17,Distributor B
T00790,10/14/2020 0:00,Food Products,C0419,1303.02,9646.57,7131.67,Distributor C
T00791,3/3/2022 0:00,Office Supplies,C0269,45407.26,3028.83,566.18,Distributor D
T00792,3/16/2021 0:00,Electronics,C0001,5596.8,35775.5,1318.36,Distributor D
T00793,1/24/2021 0:00,Beverages,C0030,17193.25,21176.25,7737.74,Distributor C
T00794,11/29/2024 0:00,Industrial Parts,C0456,3987.19,31392.12,2499.2,Distributor D
T00795,8/28/2025 0:00,Packaging Materials,C0484,7682.79,46002.88,3399.8,Distributor A
T00796,6/22/2022 0:00,Auto Parts,C0495,7972.91,23461.26,482.26,Distributor C
T00797,12/22/2020 0:00,Home Appliances,C0364,22906.46,20730.54,2804.64,Distributor D
T00798,7/13/2025 0:00,Electronics,C0104,41961.41,39101.18,4691.81,Distributor C
T00799,8/1/2023 0:00,Auto Parts,C0257,23009.87,52333.8,6528.32,Distributor A
T00800,1/1/2020 0:00,Medical Supplies,C0433,16219.64,29315.65,908.92,Distributor D
T00801,6/5/2022 0:00,Office Supplies,C0467,2805.27,46697.5,9018.7,Distributor D
T00802,10/28/2025 0:00,Office Supplies,C0073,13854.66,14731.86,8300.63,Distributor A
T00803,12/25/2021 0:00,Food Products,C0432,25837.04,40233.1,308.06,Distributor C
T00804,12/30/2024 0:00,Home Appliances,C0460,558.73,41106.98,2141.4,Distributor D
T00805,10/17/2023 0:00,Food Products,C0010,29172.27,17344.35,6959.8,Distributor B
T00806,8/1/2024 0:00,Electronics,C0105,16626.42,2701.74,4772.39,Distributor B
T00807,9/16/2023 0:00,Medical Supplies,C0348,22884.41,36306.32,4888.29,Distributor A
T00808,4/9/2020 0:00,Beverages,C0083,6023.71,48361.03,6256.87,Distributor B
T00809,1/30/2022 0:00,Office Supplies,C0304,8356.52,4327.5,3112.75,Distributor B
T00810,11/11/2022 0:00,Personal Care,C0232,38690.46,54850.38,1971.71,Distributor D
T00811,1/18/2020 0:00,Medical Supplies,C0314,28696.33,46764.29,5028.41,Distributor D
T00812,1/10/2025 0:00,Electronics,C0219,42278.43,48937.02,928.44,Distributor B
T00813,1/18/2021 0:00,Packaging Materials,C0269,27044.03,16467.28,1843.66,Distributor B
T00814,7/7/2023 0:00,Food Products,C0446,39058.49,13094.27,7492.01,Distributor D
T00815,8/21/2023 0:00,Industrial Parts,C0337,42028.31,19366.04,9752.86,Distributor C
T00816,5/22/2023 0:00,Packaging Materials,C0140,1694.56,34618.87,5043.25,Distributor D
T00817,1/25/2024 0:00,Office Supplies,C0469,29143.36,42812.42,2599.11,Distributor B
T00818,6/23/2025 0:00,Office Supplies,C0437,44656.14,24466.8,9415.66,Distributor A
T00819,7/21/2020 0:00,Beverages,C0172,9140.59,29028.4,213.06,Distributor B
T00820,8/20/2024 0:00,Industrial Parts,C0364,25728.95,2961.91,9067.38,Distributor A
T00821,9/16/2023 0:00,Auto Parts,C0431,17736.98,6882.15,9291.99,Distributor A
T00822,8/27/2025 0:00,Medical Supplies,C0437,38369.82,17895.72,9780.15,Distributor C
T00823,9/28/2024 0:00,Beverages,C0159,19764.67,33969.87,8794.35,Distributor A
T00824,2/12/2021 0:00,Home Appliances,C0256,17600.03,52243.41,3500.23,Distributor D
T00825,9/25/2023 0:00,Office Supplies,C0439,38258.93,7737.31,3654.26,Distributor A
T00826,8/16/2020 0:00,Home Appliances,C0348,19396.07,50559.06,8107.06,Distributor D
T00827,8/2/2023 0:00,Packaging Materials,C0077,47212.31,54108.04,9817.86,Distributor B
T00828,5/2/2022 0:00,Auto Parts,C0313,45005.49,26554.63,2569.17,Distributor B
T00829,1/26/2021 0:00,Home Appliances,C0365,12768.07,19040.71,6992.87,Distributor C
T00830,5/3/2020 0:00,Home Appliances,C0392,28315.68,26910.98,4980.05,Distributor B
T00831,8/13/2024 0:00,Industrial Parts,C0079,16984.28,6792.62,2854.4,Distributor D
T00832,12/30/2025 0:00,Office Supplies,C0287,41447.36,37734.8,6242.23,Distributor B
T00833,4/11/2020 0:00,Personal Care,C0353,6961.29,4720.65,1742.82,Distributor B
T00834,5/11/2022 0:00,Packaging Materials,C0185,25870.45,54626.86,7449.13,Distributor B
T00835,11/21/2021 0:00,Packaging Materials,C0033,3548.17,42270.34,377.38,Distributor A
T00836,7/30/2021 0:00,Medical Supplies,C0355,17809.06,31617.36,9888.54,Distributor C
T00837,7/11/2024 0:00,Food Products,C0003,10905.68,20427.49,1456.12,Distributor B
T00838,10/17/2023 0:00,Home Appliances,C0090,18872.19,6485.22,8046.7,Distributor A
T00839,8/27/2020 0:00,Home Appliances,C0417,16419.12,43264.85,2218.07,Distributor B
T00840,3/30/2024 0:00,Home Appliances,C0010,17661.7,43871.49,7224.44,Distributor C
T00841,8/31/2025 0:00,Home Appliances,C0288,27170.18,30564.1,6900.44,Distributor D
T00842,7/2/2022 0:00,Food Products,C0284,49814.05,50945.93,8198.7,Distributor B
T00843,8/26/2023 0:00,Personal Care,C0162,25397.21,8726.56,5457.23,Distributor D
T00844,7/19/2023 0:00,Electronics,C0457,39381.55,37435.99,3964.8,Distributor A
T00845,10/28/2022 0:00,Packaging Materials,C0491,27197.97,17378.71,6828.81,Distributor B
T00846,5/11/2025 0:00,Medical Supplies,C0447,47882.72,45952.66,9113.84,Distributor D
T00847,7/15/2021 0:00,Office Supplies,C0470,13646.82,4465.26,4784.34,Distributor B
T00848,1/1/2020 0:00,Personal Care,C0365,8485.03,35155.23,1870.04,Distributor B
T00849,5/13/2025 0:00,Beverages,C0494,29286.51,54431.25,8381.6,Distributor C
T00850,4/22/2021 0:00,Office Supplies,C0156,9932.42,2396.17,963.9,Distributor A
T00851,1/3/2025 0:00,Electronics,C0445,33727.48,9583.87,9140.03,Distributor C
T00852,4/11/2020 0:00,Industrial Parts,C0394,49570.24,18807.25,5016.47,Distributor B
T00853,8/13/2024 0:00,Beverages,C0426,12618.49,22862.88,3554.37,Distributor C
T00854,12/15/2022 0:00,Electronics,C0337,15199.24,11405.39,7232.18,Distributor D
T00855,1/5/2023 0:00,Personal Care,C0077,27768.01,11520.61,1162.29,Distributor B
T00856,1/8/2024 0:00,Home Appliances,C0126,38482.62,45854.41,2625.86,Distributor B
T00857,3/3/2020 0:00,Medical Supplies,C0428,25621.83,4281.24,6567.82,Distributor C
T00858,1/31/2020 0:00,Home Appliances,C0373,29292.4,14841.2,5546.23,Distributor C
T00859,1/1/2022 0:00,Beverages,C0379,6003.93,47093.66,5266.05,Distributor A
T00860,7/27/2021 0:00,Home Appliances,C0416,24092.24,46062.99,782.08,Distributor C
T00861,11/29/2022 0:00,Beverages,C0207,43024.18,45599.4,7028.33,Distributor D
T00862,4/26/2023 0:00,Personal Care,C0441,26705.86,6996.51,6679.28,Distributor B
T00863,9/1/2022 0:00,Industrial Parts,C0046,12418.67,27231.53,8982.28,Distributor B
T00864,8/30/2023 0:00,Food Products,C0134,10368.58,54894.94,9243.1,Distributor D
T00865,3/10/2021 0:00,Medical Supplies,C0386,31696.16,4140.06,6075.36,Distributor D
T00866,7/13/2025 0:00,Beverages,C0342,13884.38,46068.49,3415.78,Distributor D
T00867,2/26/2021 0:00,Personal Care,C0016,19148.61,24320.29,9609.85,Distributor B
T00868,4/2/2021 0:00,Medical Supplies,C0035,38865.46,31174.57,7544.78,Distributor A
T00869,11/14/2025 0:00,Home Appliances,C0439,2875.79,52130.23,8047.55,Distributor A
T00870,11/25/2025 0:00,Electronics,C0128,7411.47,41975.83,2892.23,Distributor C
T00871,3/22/2024 0:00,Beverages,C0145,38045.71,6550.67,4802.78,Distributor B
T00872,7/8/2022 0:00,Electronics,C0462,42755.37,29674.43,6325.82,Distributor D
T00873,5/10/2024 0:00,Food Products,C0306,39887.41,20469.52,9975.41,Distributor B
T00874,6/16/2024 0:00,Auto Parts,C0400,19714.69,37149.36,642.87,Distributor A
T00875,1/18/2025 0:00,Auto Parts,C0009,43548.68,28496.67,5184.23,Distributor B
T00876,12/3/2021 0:00,Medical Supplies,C0382,47717.3,52906.76,8576.81,Distributor D
T00877,11/22/2023 0:00,Electronics,C0211,22498.11,8832.67,6740.37,Distributor B
T00878,6/29/2020 0:00,Medical Supplies,C0292,40518.27,29361.58,4527.02,Distributor D
T00879,6/7/2024 0:00,Food Products,C0058,49809.88,20817.82,9127.49,Distributor B
T00880,9/5/2023 0:00,Office Supplies,C0410,27090.28,21070.23,482.47,Distributor D
T00881,10/27/2020 0:00,Beverages,C0454,30121.62,4099.35,5893.51,Distributor B
T00882,10/28/2024 0:00,Medical Supplies,C0379,3924.5,12335.58,465.21,Distributor D
T00883,9/4/2025 0:00,Beverages,C0207,49754.24,32627.43,5624.41,Distributor D
T00884,4/4/2023 0:00,Food Products,C0137,25234.07,2087.98,2250.49,Distributor D
T00885,4/13/2023 0:00,Office Supplies,C0475,43351.03,53944.99,1925.72,Distributor D
T00886,9/14/2020 0:00,Personal Care,C0393,40705.22,48558.73,2584.13,Distributor B
T00887,5/10/2025 0:00,Office Supplies,C0214,34956.34,47854.86,2786.53,Distributor A
T00888,8/30/2022 0:00,Office Supplies,C0062,14971.41,4861.17,1860.8,Distributor A
T00889,6/2/2024 0:00,Industrial Parts,C0057,42206.87,50950.72,6460.25,Distributor D
T00890,7/26/2025 0:00,Office Supplies,C0464,44468.41,36750.99,7594.62,Distributor D
T00891,3/30/2023 0:00,Electronics,C0411,9071.66,31156.27,9440.51,Distributor D
T00892,3/29/2025 0:00,Electronics,C0395,29663.45,9387.32,1739.49,Distributor C
T00893,7/20/2024 0:00,Home Appliances,C0418,37203.78,53021.67,9139.45,Distributor D
T00894,6/15/2024 0:00,Medical Supplies,C0139,7267.23,38873.05,9242.11,Distributor C
T00895,11/27/2023 0:00,Personal Care,C0123,12999.51,26111.09,4012.04,Distributor B
T00896,4/11/2024 0:00,Office Supplies,C0411,10714.43,17452.31,8773.78,Distributor C
T00897,7/11/2023 0:00,Auto Parts,C0408,4946.82,33382.1,2067.69,Distributor B
T00898,12/18/2021 0:00,Industrial Parts,C0058,13937.48,10639.66,7905.68,Distributor C
T00899,3/26/2021 0:00,Packaging Materials,C0129,10680.91,24608.06,7287.16,Distributor C
T00900,9/28/2024 0:00,Home Appliances,C0198,5746.36,42775.94,9623.09,Distributor C
